Timestamp,Event Type,Assigned Spot
2025-08-19 10:56:34,ARRIVAL,2:7
2025-08-19 10:56:35,ARRIVAL,2:18
2025-08-19 10:56:38,ARRIVAL,3:29
2025-08-19 10:56:38,ARRIVAL,3:3
2025-08-19 10:56:38,ARRIVAL,3:19
2025-08-19 10:56:39,ARRIVAL,3:27
2025-08-19 10:56:40,ARRIVAL,2:6
2025-08-19 10:56:41,ARRIVAL,2:16
2025-08-19 10:56:42,ARRIVAL,2:21
2025-08-19 10:56:43,ARRIVAL,2:47
2025-08-19 10:56:44,EXIT,1:1
2025-08-19 10:56:45,ARRIVAL,2:20
2025-08-19 10:56:46,ARRIVAL,1:44
2025-08-19 10:56:47,ARRIVAL,3:23
2025-08-19 10:56:48,ARRIVAL,1:47
2025-08-19 10:56:49,ARRIVAL,1:4
2025-08-19 10:56:50,ARRIVAL,1:20
2025-08-19 10:56:51,EXIT,3:43
2025-08-19 10:56:52,EXIT,1:46
2025-08-19 10:56:53,ARRIVAL,3:46
2025-08-19 10:56:54,EXIT,1:24
2025-08-19 10:56:55,ARRIVAL,2:41
2025-08-19 10:56:56,ARRIVAL,1:46
2025-08-19 10:56:57,ARRIVAL,1:45
2025-08-19 10:56:58,ARRIVAL,2:4
2025-08-19 10:56:59,ARRIVAL,1:27
2025-08-19 10:57:00,ARRIVAL,1:49
2025-08-19 10:57:01,ARRIVAL,1:2
2025-08-19 10:57:02,ARRIVAL,1:16
2025-08-19 10:57:03,ARRIVAL,1:15
2025-08-19 10:57:04,ARRIVAL,1:13
2025-08-19 10:57:05,ARRIVAL,3:41
2025-08-19 10:57:06,EXIT,1:31
2025-08-19 10:57:07,ARRIVAL,3:28
2025-08-19 10:57:08,EXIT,1:14
2025-08-19 10:57:09,ARRIVAL,1:28
2025-08-19 10:57:10,ARRIVAL,1:36
2025-08-19 10:57:11,EXIT,1:18
2025-08-19 10:57:12,ARRIVAL,1:18
2025-08-19 10:57:13,ARRIVAL,3:5
2025-08-19 10:57:14,ARRIVAL,3:2
2025-08-19 10:57:15,ARRIVAL,1:23
2025-08-19 10:57:16,ARRIVAL,1:19
2025-08-19 10:57:17,ARRIVAL,1:40
2025-08-19 10:57:18,EXIT,2:21
2025-08-19 10:57:19,EXIT,2:36
2025-08-19 10:57:20,ARRIVAL,2:10
2025-08-19 10:57:21,ARRIVAL,1:43
2025-08-19 10:57:22,ARRIVAL,1:11
2025-08-19 10:57:23,EXIT,3:19
2025-08-19 10:57:24,ARRIVAL,2:40
2025-08-19 10:57:25,ARRIVAL,3:38
2025-08-19 10:57:26,EXIT,2:34
2025-08-19 10:57:27,EXIT,1:2
2025-08-19 10:57:28,ARRIVAL,1:24
2025-08-19 10:57:29,ARRIVAL,2:30
2025-08-19 10:57:30,EXIT,2:18
2025-08-19 10:57:31,EXIT,1:19
2025-08-19 10:57:32,EXIT,1:3
2025-08-19 10:57:33,ARRIVAL,1:34
2025-08-19 10:57:34,EXIT,2:30
2025-08-19 10:57:35,EXIT,1:21
2025-08-19 10:57:36,EXIT,1:34
2025-08-19 10:57:37,EXIT,2:38
2025-08-19 10:57:38,EXIT,2:13
2025-08-19 10:57:39,EXIT,3:44
2025-08-19 10:57:40,EXIT,1:39
2025-08-19 10:57:41,EXIT,1:37
2025-08-19 10:57:42,ARRIVAL,2:8
2025-08-19 10:57:43,EXIT,2:46
2025-08-19 10:57:44,ARRIVAL,2:22
2025-08-19 10:57:45,ARRIVAL,2:13
2025-08-19 10:57:46,ARRIVAL,3:21
2025-08-19 10:57:47,ARRIVAL,1:12
2025-08-19 10:57:48,EXIT,2:49
2025-08-19 10:57:49,EXIT,3:42
2025-08-19 10:57:50,ARRIVAL,2:34
2025-08-19 10:57:51,EXIT,1:50
2025-08-19 10:57:52,ARRIVAL,3:45
2025-08-19 10:57:55,EXIT,1:16
2025-08-19 10:57:55,ARRIVAL,1:21
2025-08-19 10:57:55,EXIT,2:41
2025-08-19 10:57:56,ARRIVAL,2:18
2025-08-19 10:57:57,EXIT,3:46
2025-08-19 10:57:58,ARRIVAL,1:25
2025-08-19 10:57:59,ARRIVAL,3:8
2025-08-19 10:58:00,EXIT,3:41
2025-08-19 10:58:01,ARRIVAL,3:9
2025-08-19 10:58:02,EXIT,3:36
2025-08-19 10:58:03,EXIT,2:14
2025-08-19 10:58:04,EXIT,2:7
2025-08-19 10:58:05,EXIT,2:16
2025-08-19 10:58:06,ARRIVAL,3:41
2025-08-19 10:58:07,ARRIVAL,2:11
2025-08-19 10:58:08,ARRIVAL,2:49
2025-08-19 10:58:09,EXIT,2:6
2025-08-19 10:58:10,ARRIVAL,2:38
2025-08-19 10:58:11,EXIT,2:1
2025-08-19 10:58:12,ARRIVAL,2:24
2025-08-19 10:58:13,EXIT,3:3
2025-08-19 10:58:14,ARRIVAL,2:19
2025-08-19 10:58:15,ARRIVAL,3:14
2025-08-19 10:58:16,EXIT,2:17
2025-08-19 10:58:17,ARRIVAL,2:37
2025-08-19 10:58:18,EXIT,2:29
2025-08-19 10:58:19,EXIT,1:43
2025-08-19 10:58:20,ARRIVAL,1:2
2025-08-19 10:58:21,ARRIVAL,2:36
2025-08-19 10:58:22,EXIT,1:40
2025-08-19 10:58:23,EXIT,3:37
2025-08-19 10:58:24,ARRIVAL,3:1
2025-08-19 10:58:25,EXIT,3:38
2025-08-19 10:58:26,EXIT,1:45
2025-08-19 10:58:27,ARRIVAL,2:29
2025-08-19 10:58:28,EXIT,1:2
2025-08-19 10:58:29,ARRIVAL,1:34
2025-08-19 10:58:30,ARRIVAL,1:45
2025-08-19 10:58:31,EXIT,1:33
2025-08-19 10:58:32,EXIT,1:22
2025-08-19 10:58:33,ARRIVAL,1:37
2025-08-19 10:58:34,EXIT,2:45
2025-08-19 10:58:35,ARRIVAL,1:2
2025-08-19 10:58:36,ARRIVAL,2:45
2025-08-19 10:58:37,EXIT,2:4
2025-08-19 10:58:38,ARRIVAL,3:26
2025-08-19 10:58:39,ARRIVAL,1:39
2025-08-19 10:58:40,ARRIVAL,1:50
2025-08-19 10:58:41,EXIT,1:18
2025-08-19 10:58:42,ARRIVAL,1:22
2025-08-19 10:58:43,ARRIVAL,1:29
2025-08-19 10:58:44,ARRIVAL,1:1
2025-08-19 10:58:45,EXIT,1:26
2025-08-19 10:58:46,EXIT,1:2
2025-08-19 10:58:47,EXIT,1:11
2025-08-19 10:58:48,ARRIVAL,2:7
2025-08-19 10:58:49,EXIT,2:24
2025-08-19 10:58:50,EXIT,2:50
2025-08-19 10:58:51,EXIT,1:46
2025-08-19 10:58:52,EXIT,1:21
2025-08-19 10:58:53,EXIT,2:15
2025-08-19 10:58:54,EXIT,1:47
2025-08-19 10:58:55,EXIT,1:38
2025-08-19 10:58:56,ARRIVAL,1:43
2025-08-19 10:58:57,EXIT,2:28
2025-08-19 10:58:58,ARRIVAL,1:31
2025-08-19 10:58:59,EXIT,1:15
2025-08-19 10:59:00,EXIT,2:29
2025-08-19 10:59:01,ARRIVAL,1:47
2025-08-19 10:59:02,EXIT,1:7
2025-08-19 10:59:03,ARRIVAL,1:5
2025-08-19 10:59:04,EXIT,3:14
2025-08-19 10:59:05,EXIT,2:43
2025-08-19 10:59:06,ARRIVAL,3:44
2025-08-19 10:59:07,ARRIVAL,1:46
2025-08-19 10:59:08,EXIT,3:25
